id,activity_type,distance,duration,calories,hr_avg,hr_max,hr_min,altitude_avg,altitude_max,altitude_min,ascent,descent,steps,num_hills,avg_altitude,avg_ascent,distance_hills,hills_share
539,Other,103707.94,14117.0,2106,130.74828780300115,171.0,80.0,374.3259823234115,579.5999755859375,282.79998779296875,1648.1985778808594,1635.798583984375,17722.0,33,372.8545472116181,19.406060421105582,0.3164346019358892,0.0030512090196361
