id,activity_type,distance,duration,calories,hr_avg,hr_max,hr_min,altitude_avg,altitude_max,altitude_min,ascent,descent,steps,num_hills,avg_altitude,avg_ascent,distance_hills,hills_share
3608,Biking,78672.87,10169.0,1318,147.1648667279412,192,104,183.73965901136398,221.8000030517578,164.39999389648438,96.80001831054688,92.60000610351562,10533,2,191.8499984741211,26.400001525878906,0.01862890296314358,0.00023678941626438166
3609,Biking,32013.64,3783.0,851,,,,170.01986574397858,179.60000610351562,162.0,29.20001220703125,22.4000244140625,,2,174.1999969482422,3.5,0.07849763720087093,0.0024520059949718594
3610,Biking,110785.28,16449.0,1873,143.32034037880868,192,94,213.506011573358,259.20001220703125,175.1999969482422,729.0003204345703,727.4003143310547,155,21,216.99047633579798,3.771427699497768,0.4055811454687792,0.00366096601884997
3611,Biking,38741.94,10472.0,794,136.66829865361078,191,90,535.5403282566934,575.2000122070312,523.2000122070312,534.5999145507812,532.1998901367188,4455,15,538.8933349609375,1.64000244140625,0.07755757521349455,0.0020019022076203344
3612,Biking,35489.81,4322.0,582,132.04434641281634,163,101,165.13916600893623,174.39999389648438,158.1999969482422,17.20001220703125,20.800003051757812,6009,1,172.5999984741211,0.0,0.008614675287192411,0.00024273658515479264
3613,Biking,89684.34,12503.0,1468,139.98647792098035,184,97,191.028904023242,331.79998779296875,126.4000015258789,698.7999801635742,699.7999801635742,,10,227.0500015258789,28.35999755859375,0.27292761791596926,0.003043202613923114
3614,Biking,147002.95,38601.0,2368,146.00192238375587,193,91,282.42100221853224,664.5999755859375,176.8000030517578,1321.7999725341797,1391.7999725341797,,17,263.95294189453125,34.22352959127987,0.1434796206715661,0.0009760322542613336
3615,Biking,101020.2,14816.0,1771,145.4927734375,183,109,266.9838673710823,345.3999938964844,224.1999969482422,692.4000854492188,663.2000732421875,,14,273.74285997663225,11.471427917480469,0.3786497998185204,0.0037482582673417832
3616,Biking,43724.24,9646.0,1145,,,,175.74116033894214,184.8000030517578,170.0,31.800018310546875,30.400009155273438,6994,2,173.45000076293945,0.7000045776367188,0.005992085399593703,0.00013704264269873425
3617,Biking,56142.58,7317.0,957,133.21922511034822,175,84,194.08003925587278,217.8000030517578,175.1999969482422,357.400146484375,355.20013427734375,,11,193.77272727272728,2.9636369185014204,0.26829815362190124,0.004778871110339091
3618,Biking,66711.71,8540.0,1054,141.92353106550465,190,84,256.0776408720552,402.79998779296875,198.8000030517578,544.3999481201172,547.3999481201172,,7,254.1000039236886,20.228572300502233,0.16419117834340674,0.0024612047621535515
3619,Biking,566.27,5725.0,6,,,,25.698765884211035,33.599998474121094,23.0,10.599998474121094,0,,1,28.299999237060547,10.599998474121094,0.00020101132923408736,0.000354974357168996
3620,Biking,62770.82,10074.0,1074,138.84881355932202,191,93,192.09654249805516,220.0,161.1999969482422,238.00001525878906,228.00001525878906,10380,6,196.93333435058594,9.099998474121094,0.07861357110671725,0.0012523903799045043
3621,Biking,1794.99,1202.0,198,146.44764795144158,170,102,405.4691954454992,483.6000061035156,336.0,159.19998168945312,144.99996948242188,,2,387.25,47.69999694824219,0.00908640617911655,0.0050620929248166
3622,Biking,66618.11,8285.0,1047,140.24572434607646,172,98,466.36951717092717,920.4000244140625,216.39999389648438,727.4000091552734,739.2000122070312,,2,534.2500038146973,309.00000762939453,0.033761901707108674,0.0005067976516762285
3623,Biking,88170.27999999998,10703.0,1408,144.5958495214631,184,103,195.81180667145202,302.0,163.1999969482422,391.3999786376953,405.1999816894531,12724,8,210.98750019073486,11.799999237060547,0.03030932123550437,0.00034375893141662216
3624,Biking,15409.57,1896.0,331,145.397504456328,171,112,185.08841369411311,195.8000030517578,175.1999969482422,75.80006408691406,60.80006408691406,2608,3,187.1000010172526,5.0,0.025972988973601868,0.0016855103012998979
3625,Biking,313.41,147637.0,947,144.3262910798122,193,72,287.79626607449256,289.20001220703125,226.1999969482422,4.20001220703125,65.40000915527344,,2,271.89999771118164,0.0,0.006325566019076281,0.02018303825364947
