id,activity_type,distance,duration,calories,hr_avg,hr_max,hr_min,altitude_avg,altitude_max,altitude_min,ascent,descent,steps,num_hills,avg_altitude,avg_ascent,distance_hills,hills_share,number_of_intervalsPower,min_durationPower,max_durationPower,avg_durationPower,min_distancePower,max_distancePower,avg_distancePower,number_of_intervalsHeart,min_duration_intervalHeart,max_duration_intervalHeart,avg_duration_intervalHeart,min_distance_intervalHeart,max_distance_intervalHeart,avg_distance_intervalHeart,min_heartrate_intervalHeart,max_heartrate_intervalHeart,avg_heartrate_intervalHeart,caloriesNormalized
401,Running,5757.02,1921.0,294,134.23352361183186,155,58,554.0232494534392,599.5999755859375,506.7999877929688,138.80010986328125,139.0001220703125,,3,539.1000061035156,21.13332112630208,0.0018263020689006,0.0003172304541065,6,0.0,561.0,171.16666666666666,0.0,1494.2699854373932,478.1350651184718,3,51.0,1005.0,445.3333333333333,180.93994140625,2972.8500366210938,1347.4866333007812,136.8653846153846,142.9572953736655,139.39848113617774,0.12340425531914893
406,Running,4387.79,1711.0,277,134.91278727165587,160,89,572.4141434246326,621.5999755859375,514.4000244140625,167.19989013671875,134.7999267578125,,3,571.1333312988281,31.13332112630208,0.0067661000735293,0.0015420291475958,5,0.0,354.0,191.6,0.0,916.989990234375,510.4559926763177,5,29.0,587.0,202.0,72.8896484375,1618.1796875,539.7998748779297,138.96666666666667,148.91093117408906,144.86496187972926,0.11617021276595745
429,Running,5024.45,2213.0,247,131.707995951417,164,67,528.951113604341,586.2000122070312,483.6000061035156,185.40011596679688,179.0001220703125,,4,529.6999931335449,20.29999542236328,0.0120925772874715,0.0024067464672693,4,4.0,945.0,389.5,4.9599609375,2541.6399805545807,1067.4374609589577,2,255.0,917.0,586.0,694.380126953125,2477.039993286133,1585.710060119629,143.3322440087146,147.22265625,145.2774501293573,0.10340425531914893
433,Running,3682.97,1214.0,220,134.29252259654888,156,70,552.0443712546381,594.0,518.4000244140625,83.99993896484375,81.99993896484375,,3,532.933349609375,13.26666259765625,0.007737171580825,0.0021007967973741,4,0.0,300.0,123.25,0.0,809.739990234375,342.087525844574,2,26.0,1097.0,561.5,58.619873046875,3350.060073852539,1704.339973449707,135.8415300546448,139.1851851851852,137.51335761991498,0.09191489361702128
462,Running,6044.029999999999,2196.0,376,136.3515892420538,166,67,16.262200489144746,35.79999923706055,-5.199999809265137,66.79999342560768,61.59999361634255,,2,8.500000238418579,12.400000095367432,0.0008985042475372,0.0001486597928099,9,0.0,218.0,90.88888888888889,0.0,635.5400390625,273.2922748476267,4,75.0,678.0,342.0,233.1999969482422,2257.1201171875,1087.5750541687012,137.99170124481327,146.9837997054492,141.97231868661376,0.15829787234042553
480,Running,3680.67,1350.0,180,120.0118255728012,142,55,544.8181819309592,582.7999877929688,508.3999938964844,85.39984130859375,94.9998779296875,,2,542.8000030517578,26.79998779296875,0.0043031876691073,0.0011691316170988,3,0.0,415.0,157.33333333333334,0.0,979.679931640625,377.4033109545708,2,92.0,1010.0,551.0,273.280029296875,2703.7101135253906,1488.4950714111328,121.43125618199802,124.02150537634408,122.72638077917104,0.0748936170212766
491,Running,3098.43,1864.0,166,128.80535117056857,163,87,394.794782004468,438.7999877929688,367.0,120.79974365234376,136.999755859375,,3,391.96666463216144,9.666666666666666,0.0057778592786757,0.0018647699895352,6,0.0,370.0,176.0,0.0,812.0200052261353,410.5383683840434,3,120.0,447.0,288.6666666666667,298.1201171875,1247.2100830078125,724.8534062703451,137.8512396694215,141.4228187919463,139.83579726490038,0.06893617021276596
497,Running,5300.33,1836.0,296,121.69761129207384,153,67,573.6270356980779,662.2000122070312,504.7999877929688,154.20001220703125,160.0,,3,537.9000142415365,28.400004069010414,0.005411662820163,0.0010210048846322,2,1.0,1115.0,558.0,1.72998046875,3120.2499022483826,1560.9899413585665,3,31.0,812.0,319.3333333333333,70.110107421875,2305.500022888184,895.1801020304362,123.59375,143.6359163591636,134.87827959098558,0.12425531914893617
532,Running,5543.77,1931.0,333,149.5165081141578,171,67,581.2082585777555,666.4000244140625,506.0,193.5999755859375,197.5999755859375,,2,583.2000122070312,74.20001220703125,0.0002906734775247,5.24324561669704e-05,5,0.0,462.0,197.6,0.0,1272.739990234375,587.8399853512644,5,31.0,452.0,251.4,110.18017578125,1239.090087890625,767.4180603027344,150.40625,164.5055187637969,154.2819222088047,0.14
538,Running,3370.17,3229.0,219,119.1279239766082,152,67,556.1153503551818,609.5999755859375,505.0,147.5999755859375,147.4000244140625,,3,551.6333211263021,27.466654459635414,0.007598951189153,0.0022547679165006,4,4.0,494.0,193.25,14.280029296875,1151.2700653076172,485.73749923706055,2,111.0,388.0,249.5,301.72999572753906,864.5700378417969,583.150016784668,125.25,141.0909090909091,133.17045454545456,0.09148936170212765
542,Running,16057.600000000002,7525.0,871,131.71972458485217,158,70,714.8276492356127,1074.199951171875,392.2000122070313,867.0001525878906,745.4001159667969,,7,675.88572038923,90.0,0.0321564762604692,0.0020025705124345,12,0.0,1771.0,299.0833333333333,0.0,2677.019775390625,550.5358606974283,4,0.0,3311.0,1197.75,0.0,6396.620040893555,2461.0949516296387,132.0,141.23529411764707,137.42741874233838,0.368936170212766
670,Running,3732.94,1324.0,216,127.78943396226416,158,62,528.8335091529702,588.0,449.3999938964844,159.39996337890625,98.99996948242188,,4,495.3500022888184,21.699996948242188,0.0094486056312828,0.0025311431823932,3,0.0,457.0,189.0,0.0,1191.639892578125,509.52663167317706,3,42.0,678.0,261.3333333333333,137.75,1817.3198852539065,723.0132853190104,131.46511627906978,137.66126656848306,134.17033274405608,0.0902127659574468
699,Running,11129.9,3975.0,799,140.63546798029557,164,64,554.7728803821076,613.0,490.6000061035156,223.99996948242188,221.19998168945312,,4,564.4000015258789,23.850006103515625,0.0096755549810181,0.0008693299114114,12,1.0,410.0,160.58333333333334,1.7197265625,1254.8899955749512,452.03157393137616,6,14.0,1174.0,501.0,36.369140625,3638.1700134277344,1459.873143513997,140.3444676409186,154.4678899082569,145.2198939080768,0.3382978723404255
705,Running,3522.29,1365.0,175,119.60411899313502,147,63,533.9809305873379,584.5999755859375,474.6000061035156,136.199951171875,98.79995727539062,,4,515.1250038146973,13.949996948242188,0.0047107620887404,0.0013374146049134,4,0.0,301.0,156.0,0.0,709.9400634765625,390.3100094795227,3,56.0,714.0,279.6666666666667,185.019775390625,1820.2299194335935,744.1366170247396,118.57142857142856,128.17902097902098,123.52500365131944,0.07276595744680851
708,Running,3615.72,1190.0,230,125.18151260504202,141,57,551.1371427648207,588.2000122070312,520.0,155.79998779296875,156.0,,5,552.2600036621094,9.4800048828125,0.0167839875955776,0.0046419489328757,5,0.0,481.0,143.4,0.0,1311.3699340820312,419.60792236328126,2,6.0,1103.0,554.5,21.320068359375,3356.7401123046875,1689.0300903320312,126.0,126.82230281051676,126.41115140525838,0.09617021276595744
711,Running,4723.13,1682.0,271,128.86204782342122,156,72,552.9834463188504,602.0,485.3999938964844,141.19998168945312,114.39996337890624,,2,542.4000015258789,50.30000305175781,0.0030104771146241,0.0006373902718375,4,0.0,541.0,162.75,0.0,1377.6199511289597,417.2475170791149,4,40.0,760.0,272.0,127.5,2135.399917602539,784.989933013916,132.36805555555554,138.43835616438355,135.98008759393787,0.11361702127659574
730,Running,4972.81,1685.0,341,135.28952042628774,158,65,552.8030791748481,596.4000244140625,504.6000061035156,120.79974365234376,104.99972534179688,,2,539.6500015258789,31.09999084472656,0.0045768565325981,0.0009203763129092,5,0.0,555.0,162.2,0.0,1582.669985294342,458.7420536994934,3,4.0,887.0,458.0,10.740234375,2684.119873046875,1347.953348795573,135.41554054054055,143.47520661157026,138.29691571737027,0.14340425531914894
