id,activity_type,distance,duration,calories,hr_avg,hr_max,hr_min,altitude_avg,altitude_max,altitude_min,ascent,descent,steps,num_hills,avg_altitude,avg_ascent,distance_hills,hills_share,number_of_intervalsPower,min_durationPower,max_durationPower,avg_durationPower,min_distancePower,max_distancePower,avg_distancePower,number_of_intervalsHeart,min_duration_intervalHeart,max_duration_intervalHeart,avg_duration_intervalHeart,min_distance_intervalHeart,max_distance_intervalHeart,avg_distance_intervalHeart,min_heartrate_intervalHeart,max_heartrate_intervalHeart,avg_heartrate_intervalHeart
437,Other,12230.849999999999,11381.0,860,129.45042656213974,171,82,1190.047013606238,1521.5999755859375,696.0,951.6004638671875,969.200439453125,,5,1335.3199584960937,158.1199951171875,0.007019918587002374,0.0005739518174944811,12,0.0,4443.0,451.3333333333333,0.0,5341.300136566162,545.0975211461385,6,45.0,4110.0,889.0,91.91015625,5036.860107421875,1097.4032872517903,134.41281138790035,145.12122687439143,138.8903619260111
453,Other,2736.29,1249.0,0,128.232,163,83,718.9622409667969,846.5999755859375,589.0,313.39996337890625,58.5999755859375,,2,738.0000152587891,127.39999389648438,0.0057668461589750804,0.002107542021852611,7,0.0,229.0,133.71428571428572,0.0,573.239990234375,295.95284598214283,3,46.0,471.0,281.3333333333333,97.3701171875,956.0599365234375,530.5000406901041,131.93617021276594,141.90243902439025,135.30142906775262
456,Other,8222.17,7130.0,648,129.0981899727695,165,74,1099.4690366785019,1587.4000244140625,590.7999877929688,992.8003540039062,1002.8003540039062,,2,1076.7999877929688,478.29998779296875,0.001984514187400856,0.00024136136657364855,5,0.0,1689.0,675.0,0.0,1880.18994140625,752.3719606399536,2,1.0,3902.0,1951.5,0.4599609375,3679.0400390625,1839.75,130.0,146.0778947368421,138.03894736842105
475,Other,2517.81,758.0,96,138.50462351387054,172,84,-18.68718622892583,0.20000000298023224,-27.600000381469727,77.80000874400139,52.600008457899094,,2,-19.600000500679016,12.600000143051147,0.0024693352582508014,0.0009807472598213534,3,0.0,620.0,230.66666666666666,0.0,2075.8099670410156,773.3166562716166,2,1.0,485.0,243.0,1.2900390625,1607.3300170898438,804.3100280761719,139.0,146.2798353909465,142.63991769547323
496,Other,16020.029999999999,17459.0,1873,133.7746189686488,177,94,1071.8300093465778,1566.800048828125,371.6000061035156,1325.3998718261719,1213.9998779296875,,5,1075.700003051758,236.79998168945312,0.006508495044718801,0.0004062723381116516,17,1.0,1962.0,348.8235294117647,0.9599609375,2250.510009765625,427.7582976397346,8,14.0,3439.0,883.625,11.6796875,4228.2601318359375,1127.4411664009094,132.57777777777778,160.1791730474732,145.7909851357535
508,Other,8453.96,5914.0,401,94.12542258282623,144,58,695.3711965482246,941.0,510.3999938964844,491.8000183105469,497.6000061035156,,4,690.6749954223633,99.55000305175781,0.004654143763892964,0.0005505282452120621,8,0.0,2191.0,406.125,0.0,3306.6399536132812,590.5324493423104,5,43.0,1849.0,590.2,49.580078125,2766.3999633789062,862.1379737854004,98.3409090909091,118.29001883239171,108.35322162069619
524,Other,4314.98,3459.0,236,108.23713128976287,125,99,1117.0129552679023,1597.4000244140625,614.5999755859375,3.39990234375,986.199951171875,,1,1106.0,0.0,0.0011287413332941852,0.0002615866894618713,8,0.0,101.0,50.5,0.0,157.280029296875,73.49249267578125,2,1.0,3126.0,1563.5,1.820068359375,3992.100019544363,1996.960043951869,108.72535211267606,109.0,108.86267605633803
533,Other,4396.25,2779.0,342,122.88525179856116,147,98,1072.8704319137464,1598.4000244140625,567.5999755859375,2.40008544921875,1032.8001098632812,,2,1340.3999938964844,0.0,0.004116688719025217,0.0009364091484845532,3,0.0,74.0,46.333333333333336,0.0,150.300048828125,71.486572265625,2,29.0,2412.0,1220.5,40.5703125,3958.7499809265137,1999.6601467132568,123.95109821798592,127.86666666666666,125.90888244232629
539,Other,6640.96,4419.0,315,87.72809599275526,132,65,740.8932390103048,921.7999877929688,500.3999938964844,236.20001220703125,428.2000427246094,,2,746.7000045776367,102.29998779296875,0.0017287390393139978,0.000260314629106936,5,6.0,844.0,276.8,10.8798828125,1238.8399658203125,384.1199648857117,4,37.0,1800.0,493.25,52.4599609375,2548.770009994507,709.3800024986267,92.19354838709677,111.42105263157895,101.2014645821543
566,Other,4569.17,3228.0,303,126.39782945736434,176,88,657.4052093174661,842.0,512.2000122070312,350.4000244140625,356.4000244140625,,2,671.3999938964844,154.69998168945312,0.002419425052291148,0.0005295108416388859,7,0.0,894.0,234.42857142857142,0.0,1215.2698974609375,351.7656947544643,2,464.0,901.0,682.5,926.0100059509277,1207.099853515625,1066.5549297332764,140.76344086021504,161.6951219512195,151.22928140571727
