id,activity_type,distance,duration,calories,hr_avg,hr_max,hr_min,altitude_avg,altitude_max,altitude_min,ascent,descent,steps,num_hills,avg_altitude,avg_ascent,distance_hills,hills_share
4,Running,3704.14,1226.0,237,130.04312449145647,149,63,546.2239221956208,594.0,500.3999938964844,97.19989013671875,86.59991455078125,,3,521.2999979654948,14.799997965494791,0.009940605472195288,0.002683647343835624
5,Running,5213.6,1493.0,378,183.64709806537692,190,139,595.520480654095,754.5999755859375,455.6000061035156,347.6001281738281,48.800140380859375,,2,570.3000030517578,149.39999389648438,0.0019725223288933544,0.0003783417080123819
16,Running,5223.98,1528.0,204,126.04611330698287,187,44,609.0843337136212,753.7999877929688,472.79998779296875,310.39984130859375,33.799835205078125,,2,666.5500106811523,138.3000030517578,0.0036902060093095376,0.0007063974229054357
54,Running,3676.35,1215.0,199,130.48397699260477,156,54,545.5296628853289,582.4000244140625,516.0,69.8001708984375,78.400146484375,,3,534.1666666666666,11.533345540364584,0.006476217144628525,0.0017615888434530241
74,Running,5403.34,1904.0,329,143.75315789473683,167,79,543.9662098774157,592.5999755859375,489.20001220703125,208.1995849609375,205.599609375,,4,552.8249969482422,23.399993896484375,0.007754999840335407,0.0014352233693114642
126,Running,8768.28,3316.0,538,138.35129440096327,168,59,549.7046357946608,605.0,489.6000061035156,198.79998779296875,186.4000244140625,,4,558.7499923706055,21.550003051757812,0.006141517569132967,0.0007004244354802729
142,Running,3725.74,1291.0,242,129.14064914992272,154,77,548.5809900675896,580.4000244140625,526.4000244140625,80.0,102.20001220703125,,4,543.3250045776367,4.6999969482421875,0.012517390897185905,0.003359705963697388
157,Running,4977.499999999999,2062.0,385,147.29622458857696,176,61,603.8629244188602,756.4000244140625,469.0,307.79986572265625,20.999847412109375,,1,612.8000030517578,286.8000183105469,0.0037395168968806197,0.0007512841580875179
187,Running,6387.289999999999,2584.0,362,149.60604870384918,175,64,705.0349570586751,963.4000244140625,505.20001220703125,468.99993896484375,24.59991455078125,,1,741.2000122070312,444.4000244140625,9.196289672848083e-05,1.439779573629518e-05
192,Running,4285.78,2840.0,488,135.87100175746923,184,79,1153.429104372906,1631.4000244140625,624.4000244140625,1007.6000366210938,0.79998779296875,,1,1128.0,1006.800048828125,0.0012572549365975798,0.00029335498709629984
201,Running,3518.82,1156.0,199,134.34741379310344,161,80,-0.5565517482701047,17.799999237060547,-11.199999809265137,62.99999487400055,63.39999496936798,,2,-2.600000023841858,8.299999952316284,0.0024455581361755266,0.0006949938150219467
209,Running,3744.71,1238.0,203,138.68412570507655,166,55,545.9560037347023,604.4000244140625,482.6000061035156,131.39993286132812,81.19992065429688,,3,518.9666748046875,26.666676839192707,0.009114154051798617,0.002433874466059753
220,Running,3576.65,1149.0,210,135.59536541889483,162,65,542.617647711606,596.0,514.2000122070312,103.00006103515625,103.2000732421875,,2,554.4499969482422,29.0999755859375,0.0026188484535901667,0.0007322070802539155
222,Running,9150.99,4903.0,472,120.85647010647011,177,61,717.2956999232787,954.2000122070312,526.7999877929688,479.19989013671875,473.9998779296875,,3,688.5333557128906,135.4000040690104,0.0035153033902449457,0.00038414459968210497
242,Running,12085.25,4661.0,615,139.17241379310346,168,82,573.1304778889329,854.4000244140625,457.20001220703125,308.9999084472656,594.7998962402344,,7,626.8142830984933,16.74285888671875,0.041536388968781306,0.0034369490882506615
246,Running,2034.8,1052.0,93,119.06565176022835,157,77,428.4848727181795,434.6000061035156,423.20001220703125,53.599761962890625,53.799774169921875,,2,427.9499969482422,0.399993896484375,0.0021863382573410993,0.0010744732933659815
265,Running,8620.76,3806.0,345,120.41828633999452,149,90,706.118313960366,941.0,413.6000061035156,132.99978637695312,641.9998168945312,,4,760.9749870300293,0.0,0.010081302666249207,0.0011694215668049228
306,Running,3724.3399999999997,1218.0,228,133.73628173628174,155,63,534.173464938327,597.4000244140625,472.6000061035156,138.4000244140625,76.80001831054688,,3,515.1999969482422,30.066660563151043,0.0038870612169095726,0.001043691289439088
325,Running,3653.87,1122.0,211,140.66369313113293,169,52,547.8032119301788,599.7999877929688,519.5999755859375,125.199951171875,126.5999755859375,,3,544.5000203450521,17.666666666666668,0.0008382224979792094,0.00022940676542384088
332,Running,4091.4100000000003,2462.0,130,,,,8.418602752441027,23.0,0.0,76.80000264942646,82.40000207722187,,3,8.133333206176758,1.533333460489909,0.006243213478021312,0.0015259320082859724
336,Running,3596.21,1207.0,195,129.2353426919901,146,81,-5.999669707136445,15.0,-15.0,86.40000247955322,107.20000267028809,,4,-3.849999964237213,2.599999964237213,0.006658600151659395,0.0018515604349188157
346,Running,12495.65,4576.0,593,147.2738687514807,170,91,362.41293503418547,392.20001220703125,343.3999938964844,228.59988403320312,220.9998779296875,,8,360.0249996185303,4.724998474121094,0.016668091332434506,0.0013339115077994747
349,Running,7834.5,2729.0,528,154.89608850256815,172,67,554.5755833113726,620.4000244140625,479.3999938964844,195.8001708984375,199.8001708984375,,4,542.0,24.050003051757812,0.005902555106648788,0.0007534054638648016
361,Running,4486.66,3283.0,361,,,,11.84482153345961,68.80000305175781,-2.799999952316284,126.99999833106995,129.99999833106995,,3,20.633333206176758,11.666666348775228,0.0038479020212874825,0.0008576317397100477
393,Running,4506.33,2379.0,237,115.01303068516184,132,104,632.4500209043485,842.4000244140625,398.20001220703125,26.79998779296875,470.0,,1,620.3999938964844,0.0,0.001130029558957284,0.0002507649370901119
